Site,Date,Hour,Temperature,Dewpoint,RH,WindDir,Windspeed,CldFrac,MSLP,Weather,Precip,Source
KLAX,8/2/2017 0:00:00,20,74,69,84,250,5,0.7,29.90,BKN,0.00,NWS
KLAX,8/2/2017 0:00:00,21,74,69,84,250,7,0.7,29.93,BKN,0.00,NWS
KLAX,8/2/2017 0:00:00,22,73,69,87,240,6,0.7,29.92,BKN,,NCDC
KLAX,8/2/2017 0:00:00,23,73,69,87,250,9,0.7,29.93,BKN,,NCDC
KLAX,8/3/2017 0:00:00,0,73,69,87,260,6,0.7,29.93,BKN,0.00,NWS
KLAX,8/3/2017 0:00:00,1,73,69,87,290,8,0.7,29.92,BKN,0.00,NWS
KLAX,8/3/2017 0:00:00,2,73,70,90,340,5,0.7,29.93,BKN,0.00,NWS
KLAX,8/3/2017 0:00:00,3,74,69,84,160,5,0.7,29.92,BKN,0.00,NWS
KLAX,8/3/2017 0:00:00,4,74,69,84,0,0,0.4,29.90,SCT,0.00,NCDC
KLAX,8/3/2017 0:00:00,5,73,70,90,260,7,0.4,29.92,SCT,0.00,NCDC
KLAX,8/3/2017 0:00:00,6,75,69,82,300,7,0.7,29.93,BKN,0.00,NWS
KLAX,8/3/2017 0:00:00,7,76,66,71,250,6,0.7,29.94,BKN,0.00,NWS
KLAX,8/3/2017 0:00:00,8,79,67,67,250,6,0.7,29.95,BKN,0.00,NWS
KLAX,8/3/2017 0:00:00,9,81,66,60,260,7,0.7,29.97,BKN,0.00,NWS
KLAX,8/3/2017 0:00:00,10,81,68,65,260,9,0.7,29.96,BKN,0.00,NWS
KLAX,8/3/2017 0:00:00,11,82,65,56,260,11,0.4,29.96,SCT,0.00,NCDC
KLAX,8/3/2017 0:00:00,12,83,66,57,250,14,0.7,29.95,BKN,0.00,NWS
KLAX,8/3/2017 0:00:00,13,81,67,63,270,16,0.4,29.95,SCT,0.00,NCDC
KLAX,8/3/2017 0:00:00,14,82,66,58,260,16,0.4,29.93,SCT,0.00,NCDC
KLAX,8/3/2017 0:00:00,15,80,66,62,260,17,0.4,29.93,SCT,0.00,NCDC
KLAX,8/3/2017 0:00:00,16,79,67,67,260,15,0.4,29.90,SCT,0.00,NCDC
KLAX,8/3/2017 0:00:00,17,77,65,67,250,16,0.4,29.89,SCT,0.00,NCDC
KLAX,8/3/2017 0:00:00,18,76,65,69,260,14,0.1,29.89,FEW,0.00,NCDC
KLAX,8/3/2017 0:00:00,19,74,67,79,250,9,0.1,29.92,FEW,0.00,NCDC
KLAX,8/3/2017 0:00:00,20,74,66,76,240,7,0.1,29.93,FEW,0.00,NCDC
KLAX,8/3/2017 0:00:00,21,74,67,79,170,7,0.1,29.95,FEW,0.00,NCDC
KLAX,8/3/2017 0:00:00,22,73,67,82,190,3,0.1,29.95,FEW,0.00,NCDC
KLAX,8/3/2017 0:00:00,23,73,65,76,VR,5,0.1,29.95,FEW,0.00,NCDC
KLAX,8/4/2017 0:00:00,0,73,66,79,250,5,0.1,29.95,FEW,0.00,NCDC
KLAX,8/4/2017 0:00:00,1,72,67,84,230,3,0.1,29.95,FEW,0.00,NCDC
KLAX,8/4/2017 0:00:00,2,72,67,84,VR,3,0.1,29.95,FEW,0.00,NCDC
KLAX,8/4/2017 0:00:00,3,72,68,87,310,6,0.7,29.94,BKN,0.00,NWS
KLAX,8/4/2017 0:00:00,4,72,68,87,250,5,0.7,29.93,BKN,0.00,NWS
KLAX,8/4/2017 0:00:00,5,71,68,90,260,7,0.4,29.93,SCT,0.00,NCDC
KLAX,8/4/2017 0:00:00,6,72,69,90,280,7,0.4,29.94,SCT,0.00,NCDC
KLAX,8/4/2017 0:00:00,7,73,68,84,250,7,0.4,29.95,SCT,0.00,NCDC
KLAX,8/4/2017 0:00:00,8,74,68,82,250,8,0.4,29.96,SCT,0.00,NCDC
KLAX,8/4/2017 0:00:00,9,76,68,76,260,8,0.7,29.96,BKN,0.00,NWS
KLAX,8/4/2017 0:00:00,10,78,68,71,250,10,0.7,29.96,BKN,0.00,NWS
KLAX,8/4/2017 0:00:00,11,79,68,69,250,10,0.4,29.96,SCT,0.00,NCDC
KLAX,8/4/2017 0:00:00,12,78,67,69,260,13,0.4,29.95,SCT,0.00,NCDC
KLAX,8/4/2017 0:00:00,13,78,66,67,260,13,0.4,29.94,SCT,0.00,NCDC
KLAX,8/4/2017 0:00:00,14,77,64,64,260,14,0.4,29.92,SCT,0.00,NCDC
KLAX,8/4/2017 0:00:00,15,76,65,69,260,14,0.4,29.90,SCT,0.00,NCDC
KLAX,8/4/2017 0:00:00,16,75,66,74,270,14,0.4,29.88,SCT,0.00,NCDC
KLAX,8/4/2017 0:00:00,17,74,67,79,250,13,0.4,29.87,SCT,0.00,NCDC
KLAX,8/4/2017 0:00:00,18,71,67,87,240,11,0.7,29.87,BKN,0.00,NWS
KLAX,8/4/2017 0:00:00,19,70,66,87,260,10,0.7,29.88,BKN,0.00,NWS
KLAX,8/4/2017 0:00:00,20,70,66,87,240,7,0.7,29.90,BKN,0.00,NWS
KLAX,8/4/2017 0:00:00,21,70,66,87,230,7,0.7,29.93,BKN,0.00,NWS
KLAX,8/4/2017 0:00:00,22,69,66,90,240,5,0.7,29.93,BKN,,NCDC
KLAX,8/4/2017 0:00:00,23,69,66,90,220,5,0.7,29.93,BKN,,NCDC
KLAX,8/5/2017 0:00:00,0,70,66,87,VR,6,0.4,29.92,SCT,0.00,NCDC
KLAX,8/5/2017 0:00:00,1,69,66,90,190,3,0.1,29.90,FEW,0.00,NCDC
KLAX,8/5/2017 0:00:00,2,69,66,90,240,5,0.1,29.90,FEW,0.00,NCDC
KLAX,8/5/2017 0:00:00,3,68,66,93,VR,5,0.7,29.90,BKN,0.00,NWS
KLAX,8/5/2017 0:00:00,4,69,66,90,0,0,1,29.92,OVC,0.00,NWS
KLAX,8/5/2017 0:00:00,5,69,66,90,0,0,1,29.93,OVC,0.00,NWS
KLAX,8/5/2017 0:00:00,6,70,65,84,0,0,0.7,29.93,BKN,0.00,NWS
KLAX,8/5/2017 0:00:00,7,71,65,81,VR,3,0.7,29.94,BKN,0.00,NWS
KLAX,8/5/2017 0:00:00,8,73,64,74,VR,6,0.7,29.94,BKN,0.00,NWS
KLAX,8/5/2017 0:00:00,9,76,64,67,200,7,0.1,29.93,FEW,0.00,NCDC
KLAX,8/5/2017 0:00:00,10,77,66,69,240,9,0.1,29.93,FEW,0.00,NCDC
KLAX,8/5/2017 0:00:00,11,78,66,67,260,11,0.1,29.93,FEW,0.00,NCDC
KLAX,8/5/2017 0:00:00,12,78,66,67,230,11,0.1,29.92,FEW,0.00,NCDC
KLAX,8/5/2017 0:00:00,13,77,66,69,250,11,0,29.90,CLR,0.00,NCDC
KLAX,8/5/2017 0:00:00,14,76,66,71,270,14,0.1,29.89,FEW,0.00,NCDC
KLAX,8/5/2017 0:00:00,15,76,66,71,260,11,0.4,29.87,SCT,0.00,NCDC
KLAX,8/5/2017 0:00:00,16,75,66,74,250,14,0.4,29.87,SCT,0.00,NCDC
KLAX,8/5/2017 0:00:00,17,74,65,74,240,10,0.1,29.86,FEW,0.00,NCDC
KLAX,8/5/2017 0:00:00,18,72,66,82,260,11,0.4,29.86,SCT,0.00,NCDC
KLAX,8/5/2017 0:00:00,19,71,67,87,260,10,0.7,29.87,BKN,0.00,NWS
KLAX,8/5/2017 0:00:00,20,70,66,87,270,11,0.7,29.89,BKN,0.00,NWS
KLAX,8/5/2017 0:00:00,21,69,66,90,250,9,0.7,29.90,BKN,0.00,NWS
KLAX,8/5/2017 0:00:00,22,69,66,90,270,8,0.7,29.90,BKN,,NCDC
KLAX,8/5/2017 0:00:00,23,70,66,87,300,7,0.7,29.90,BKN,,NCDC
KLAX,8/6/2017 0:00:00,0,70,66,87,310,6,0.7,29.89,BKN,0.00,NWS
KLAX,8/6/2017 0:00:00,1,70,65,84,260,5,0.7,29.88,BKN,0.00,NWS
KLAX,8/6/2017 0:00:00,2,69,65,87,360,3,1,29.88,OVC,0.00,NWS
KLAX,8/6/2017 0:00:00,3,69,65,87,0,0,1,29.87,OVC,0.00,NWS
KLAX,8/6/2017 0:00:00,4,70,65,84,0,0,0.7,29.87,BKN,0.00,NWS
KLAX,8/6/2017 0:00:00,5,69,65,87,0,0,0.1,29.87,FEW,0.00,NCDC
KLAX,8/6/2017 0:00:00,6,70,65,84,360,3,0.1,29.88,FEW,0.00,NCDC
KLAX,8/6/2017 0:00:00,7,73,66,79,0,0,0.7,29.89,BKN,0.00,NWS
KLAX,8/6/2017 0:00:00,8,72,66,82,VR,5,0.7,29.90,BKN,0.00,NWS
KLAX,8/6/2017 0:00:00,9,75,66,74,260,9,0.4,29.90,SCT,0.00,NCDC
KLAX,8/6/2017 0:00:00,10,76,66,71,250,7,0.4,29.92,SCT,0.00,NCDC
KLAX,8/6/2017 0:00:00,11,76,66,71,240,11,0.1,29.92,FEW,0.00,NCDC
KLAX,8/6/2017 0:00:00,12,76,66,71,240,10,0.1,29.90,FEW,0.00,NCDC
KLAX,8/6/2017 0:00:00,13,77,66,69,270,14,0.1,29.90,FEW,0.00,NCDC
KLAX,8/6/2017 0:00:00,14,77,65,67,260,13,0.1,29.89,FEW,0.00,NCDC
KLAX,8/6/2017 0:00:00,15,76,65,69,260,15,0.1,29.87,FEW,0.00,NCDC
KLAX,8/6/2017 0:00:00,16,75,66,74,270,14,0.1,29.87,FEW,0.00,NCDC
KLAX,8/6/2017 0:00:00,17,73,65,76,260,16,0.1,29.86,FEW,0.00,NCDC
KLAX,8/6/2017 0:00:00,18,71,64,79,240,13,0.1,29.87,FEW,0.00,NCDC
KLAX,8/6/2017 0:00:00,19,69,65,87,250,11,0.1,29.87,FEW,0.00,NCDC
KLAX,8/6/2017 0:00:00,20,69,64,84,260,10,0.1,29.87,FEW,0.00,NCDC
KLAX,8/6/2017 0:00:00,21,69,63,81,250,10,0.1,29.89,FEW,0.00,NCDC
KLAX,8/6/2017 0:00:00,22,68,64,87,250,8,0.1,29.90,FEW,0.00,NCDC
KLAX,8/6/2017 0:00:00,23,68,64,87,250,8,0.1,29.90,FEW,0.00,NCDC
KLAX,8/7/2017 0:00:00,0,67,64,90,270,8,0.1,29.89,FEW,0.00,NCDC
KLAX,8/7/2017 0:00:00,1,67,64,90,250,6,0,29.88,CLR,0.00,NCDC
KLAX,8/7/2017 0:00:00,2,67,64,90,240,5,0,29.87,CLR,0.00,NCDC
KLAX,8/7/2017 0:00:00,3,67,64,90,240,5,0,29.87,CLR,0.00,NCDC
KLAX,8/7/2017 0:00:00,4,67,63,87,270,3,0.1,29.87,FEW,0.00,NCDC
KLAX,8/7/2017 0:00:00,5,67,64,90,250,3,0.7,29.88,BKN,0.00,NWS
KLAX,8/7/2017 0:00:00,6,68,65,90,0,0,0.7,29.90,BKN,0.00,NWS
KLAX,8/7/2017 0:00:00,7,70,65,84,250,6,0.7,29.93,BKN,0.00,NWS
KLAX,8/7/2017 0:00:00,8,71,65,81,240,6,0.7,29.93,BKN,0.00,NWS
KLAX,8/7/2017 0:00:00,9,73,65,76,VR,7,0.7,29.94,BKN,0.00,NWS
KLAX,8/7/2017 0:00:00,10,74,65,74,250,9,0.4,29.94,SCT,0.00,NCDC
KLAX,8/7/2017 0:00:00,11,75,65,71,260,10,0.4,29.94,SCT,0.00,NCDC
KLAX,8/7/2017 0:00:00,12,75,64,69,250,13,0.1,29.93,FEW,0.00,NCDC
KLAX,8/7/2017 0:00:00,13,75,64,69,250,13,0.4,29.92,SCT,0.00,NCDC
KLAX,8/7/2017 0:00:00,14,73,63,71,250,11,0.1,29.90,FEW,0.00,NCDC
KLAX,8/7/2017 0:00:00,15,74,65,74,260,13,0.1,29.88,FEW,0.00,NCDC
KLAX,8/7/2017 0:00:00,16,74,65,74,250,14,0.1,29.87,FEW,0.00,NCDC
KLAX,8/7/2017 0:00:00,17,72,64,76,260,18,0.1,29.86,FEW,0.00,NCDC
KLAX,8/7/2017 0:00:00,18,71,65,81,260,15,0.1,29.86,FEW,0.00,NCDC
KLAX,8/7/2017 0:00:00,19,68,64,87,250,11,0.1,29.87,FEW,0.00,NCDC
KLAX,8/7/2017 0:00:00,20,69,63,81,250,9,0,29.87,CLR,0.00,NCDC
KLAX,8/7/2017 0:00:00,21,69,63,81,230,7,0,29.88,CLR,0.00,NCDC
KLAX,8/7/2017 0:00:00,22,68,65,90,240,6,0.1,29.88,FEW,0.00,NCDC
KLAX,8/7/2017 0:00:00,23,69,64,84,210,6,0.1,29.88,FEW,0.00,NCDC
KLAX,8/8/2017 0:00:00,0,68,64,87,0,0,0,29.88,CLR,0.00,NCDC
KLAX,8/8/2017 0:00:00,1,68,64,87,150,3,0,29.87,CLR,0.00,NCDC
KLAX,8/8/2017 0:00:00,2,68,64,87,190,5,0,29.87,CLR,0.00,NCDC
KLAX,8/8/2017 0:00:00,3,68,63,84,240,6,0,29.88,CLR,0.00,NCDC
KLAX,8/8/2017 0:00:00,4,68,64,87,0,0,0,29.88,CLR,0.00,NCDC
KLAX,8/8/2017 0:00:00,5,68,64,87,270,3,0.1,29.89,FEW,0.00,NCDC
KLAX,8/8/2017 0:00:00,6,68,65,90,VR,3,0.1,29.92,FEW,0.00,NCDC
KLAX,8/8/2017 0:00:00,7,71,65,81,0,0,0.1,29.93,FEW,0.00,NCDC
KLAX,8/8/2017 0:00:00,8,73,64,74,0,0,0.1,29.93,FEW,0.00,NCDC
KLAX,8/8/2017 0:00:00,9,76,64,67,130,3,0,29.93,CLR,0.00,NCDC
KLAX,8/8/2017 0:00:00,10,75,65,71,260,9,0,29.93,CLR,0.00,NCDC
KLAX,8/8/2017 0:00:00,11,75,65,71,250,10,0,29.92,CLR,0.00,NCDC
KLAX,8/8/2017 0:00:00,12,76,65,69,260,11,0,29.90,CLR,0.00,NCDC
KLAX,8/8/2017 0:00:00,13,76,65,69,260,13,0,29.89,CLR,0.00,NCDC
KLAX,8/8/2017 0:00:00,14,76,65,69,260,14,0.1,29.87,FEW,0.00,NCDC
KLAX,8/8/2017 0:00:00,15,76,65,69,260,15,0.1,29.87,FEW,0.00,NCDC
KLAX,8/8/2017 0:00:00,16,75,64,69,260,14,0.1,29.85,FEW,0.00,NCDC
KLAX,8/8/2017 0:00:00,17,74,64,71,260,15,0.1,29.85,FEW,0.00,NCDC
KLAX,8/8/2017 0:00:00,18,71,64,79,250,14,0,29.85,CLR,0.00,NCDC
KLAX,8/8/2017 0:00:00,19,69,64,84,250,11,0,29.85,CLR,0.00,NCDC
KLAX,8/8/2017 0:00:00,20,69,64,84,250,10,0,29.86,CLR,0.00,NCDC
KLAX,8/8/2017 0:00:00,21,69,64,84,250,11,0,29.87,CLR,0.00,NCDC
KLAX,8/8/2017 0:00:00,22,68,64,87,240,7,0.1,29.87,FEW,0.00,NCDC
KLAX,8/8/2017 0:00:00,23,67,64,90,250,7,0.1,29.87,FEW,0.00,NCDC
KLAX,8/9/2017 0:00:00,0,68,64,87,250,5,0.1,29.87,FEW,0.00,NCDC
KLAX,8/9/2017 0:00:00,1,68,64,87,170,5,0.1,29.87,FEW,0.00,NCDC
KLAX,8/9/2017 0:00:00,2,68,64,87,180,5,0.1,29.87,FEW,0.00,NCDC
KLAX,8/9/2017 0:00:00,3,67,65,93,250,3,0.1,29.87,FEW,0.00,NCDC
KLAX,8/9/2017 0:00:00,4,67,64,90,260,3,0.1,29.87,FEW,0.00,NCDC
KLAX,8/9/2017 0:00:00,5,67,64,90,310,5,0.1,29.87,FEW,0.00,NCDC
KLAX,8/9/2017 0:00:00,6,67,64,90,250,5,0.4,29.89,SCT,0.00,NCDC
KLAX,8/9/2017 0:00:00,7,69,65,87,VR,5,0.7,29.90,BKN,0.00,NWS
KLAX,8/9/2017 0:00:00,8,71,64,79,270,7,0.4,29.90,SCT,0.00,NCDC
KLAX,8/9/2017 0:00:00,9,74,65,74,190,7,0.4,29.92,SCT,0.00,NCDC
KLAX,8/9/2017 0:00:00,10,74,65,74,260,11,0.1,29.93,FEW,0.00,NCDC
KLAX,8/9/2017 0:00:00,11,73,64,74,280,11,0.1,29.93,FEW,0.00,NCDC
KLAX,8/9/2017 0:00:00,12,74,64,71,260,14,0.4,29.92,SCT,0.00,NCDC
KLAX,8/9/2017 0:00:00,13,74,64,71,240,11,0.4,29.90,SCT,0.00,NCDC
KLAX,8/9/2017 0:00:00,14,75,64,69,250,13,0.1,29.89,FEW,0.00,NCDC
KLAX,8/9/2017 0:00:00,15,75,64,69,270,13,0,29.87,CLR,0.00,NCDC
KLAX,8/9/2017 0:00:00,16,74,64,71,270,13,0,29.87,CLR,0.00,NCDC
KLAX,8/9/2017 0:00:00,17,73,65,76,260,13,0.1,29.87,FEW,0.00,NCDC
KLAX,8/9/2017 0:00:00,18,71,64,79,260,13,0.1,29.86,FEW,0.00,NCDC
KLAX,8/9/2017 0:00:00,19,69,64,84,260,11,0.1,29.87,FEW,0.00,NCDC
KLAX,8/9/2017 0:00:00,20,68,63,84,250,8,0.1,29.87,FEW,0.00,NCDC
KLAX,8/9/2017 0:00:00,21,68,64,87,250,7,0,29.87,CLR,0.00,NCDC
KLAX,8/9/2017 0:00:00,22,68,64,87,230,6,0,29.88,CLR,0.00,NCDC
KLAX,8/9/2017 0:00:00,23,68,64,87,230,3,0.1,29.88,FEW,0.00,NCDC
KLAX,8/10/2017 0:00:00,0,67,65,93,250,7,0.4,29.87,SCT,0.00,NCDC
KLAX,8/10/2017 0:00:00,1,66,64,93,250,5,0.1,29.87,FEW,0.00,NCDC
KLAX,8/10/2017 0:00:00,2,66,64,93,250,3,0.1,29.87,FEW,0.00,NCDC
KLAX,8/10/2017 0:00:00,3,67,64,90,330,3,0.1,29.88,FEW,0.00,NCDC
KLAX,8/10/2017 0:00:00,4,67,64,90,360,3,0.1,29.89,FEW,0.00,NCDC
KLAX,8/10/2017 0:00:00,5,67,64,90,0,0,0.1,29.90,FEW,0.00,NCDC
KLAX,8/10/2017 0:00:00,6,68,65,90,0,0,0.1,29.92,FEW,0.00,NCDC
KLAX,8/10/2017 0:00:00,7,70,65,84,0,0,0.1,29.92,FEW,0.00,NCDC
KLAX,8/10/2017 0:00:00,8,73,65,76,180,3,0.1,29.90,FEW,0.00,NCDC
KLAX,8/10/2017 0:00:00,9,74,66,76,270,9,0.1,29.92,FEW,0.00,NCDC
KLAX,8/10/2017 0:00:00,10,74,65,74,250,10,0.1,29.93,FEW,0.00,NCDC
KLAX,8/10/2017 0:00:00,11,74,65,74,270,13,0.1,29.93,FEW,0.00,NCDC
KLAX,8/10/2017 0:00:00,12,74,65,74,270,13,0.1,29.93,FEW,0.00,NCDC
KLAX,8/10/2017 0:00:00,13,75,65,71,260,13,0.4,29.92,SCT,0.00,NCDC
KLAX,8/10/2017 0:00:00,14,75,65,71,270,15,0.1,29.89,FEW,0.00,NCDC
KLAX,8/10/2017 0:00:00,15,74,65,74,260,15,0.1,29.87,FEW,0.00,NCDC
KLAX,8/10/2017 0:00:00,16,72,64,76,260,11,0.1,29.87,FEW,0.00,NCDC
KLAX,8/10/2017 0:00:00,17,71,64,79,250,10,0.1,29.86,FEW,0.00,NCDC
KLAX,8/10/2017 0:00:00,18,70,64,81,240,11,0.1,29.86,FEW,0.00,NCDC
KLAX,8/10/2017 0:00:00,19,69,64,84,250,11,0.1,29.86,FEW,0.00,NCDC
KLAX,8/10/2017 0:00:00,20,68,65,90,260,10,0.4,29.87,SCT,0.00,NCDC
KLAX,8/10/2017 0:00:00,21,67,64,90,250,7,0.4,29.88,SCT,0.00,NCDC
KLAX,8/10/2017 0:00:00,22,67,64,90,260,7,0.1,29.89,FEW,0.00,NCDC
KLAX,8/10/2017 0:00:00,23,67,64,90,250,8,0.1,29.89,FEW,0.00,NCDC
KLAX,8/11/2017 0:00:00,0,67,64,90,240,7,0.1,29.88,FEW,0.00,NCDC
KLAX,8/11/2017 0:00:00,1,66,64,93,240,3,0,29.88,CLR,0.00,NCDC
KLAX,8/11/2017 0:00:00,2,66,64,93,290,6,0.1,29.87,FEW,0.00,NCDC
KLAX,8/11/2017 0:00:00,3,66,64,93,300,3,0.1,29.87,FEW,0.00,NCDC
KLAX,8/11/2017 0:00:00,4,66,64,93,290,6,0.1,29.87,FEW,0.00,NCDC
KLAX,8/11/2017 0:00:00,5,67,65,93,230,7,0.7,29.87,BR,0.00,NWS
KLAX,8/11/2017 0:00:00,6,67,65,93,250,6,0.7,29.88,BR,0.00,NWS
KLAX,8/11/2017 0:00:00,7,67,65,93,VR,3,1,29.89,BR,0.00,NWS
KLAX,8/11/2017 0:00:00,8,70,64,81,250,6,0.7,29.89,HZ,0.00,NWS
KLAX,8/11/2017 0:00:00,9,70,64,81,250,6,0.4,29.88,HZ,0.00,NCDC
KLAX,8/11/2017 0:00:00,10,72,64,76,240,10,0.4,29.88,SCT,0.00,NCDC
KLAX,8/11/2017 0:00:00,11,71,64,79,260,10,0.4,29.87,SCT,0.00,NCDC
KLAX,8/11/2017 0:00:00,12,73,64,74,270,15,0.4,29.87,SCT,0.00,NCDC
KLAX,8/11/2017 0:00:00,13,73,64,74,250,13,0.4,29.85,SCT,0.00,NCDC
KLAX,8/11/2017 0:00:00,14,72,64,76,260,14,0.4,29.84,SCT,0.00,NCDC
KLAX,8/11/2017 0:00:00,15,73,64,74,260,15,0.4,29.82,SCT,0.00,NCDC
KLAX,8/11/2017 0:00:00,16,73,64,74,260,17,0.4,29.81,SCT,0.00,NCDC
KLAX,8/11/2017 0:00:00,17,70,64,81,250,15,0.4,29.79,SCT,0.00,NCDC
KLAX,8/11/2017 0:00:00,18,68,63,84,240,13,0.1,29.79,FEW,0.00,NCDC
KLAX,8/11/2017 0:00:00,19,67,63,87,250,10,0.1,29.80,FEW,0.00,NCDC
KLAX,8/11/2017 0:00:00,20,66,63,90,240,8,0.4,29.81,SCT,0.00,NCDC
KLAX,8/11/2017 0:00:00,21,67,63,87,250,7,0.1,29.82,FEW,0.00,NCDC
KLAX,8/11/2017 0:00:00,22,66,63,90,240,6,0.1,29.82,FEW,0.00,NCDC
KLAX,8/11/2017 0:00:00,23,67,63,87,230,6,0.1,29.84,FEW,0.00,NCDC
KLAX,8/12/2017 0:00:00,0,67,64,90,270,6,0.4,29.85,SCT,0.00,NCDC
KLAX,8/12/2017 0:00:00,1,67,64,90,290,5,1,29.86,OVC,0.00,NWS
KLAX,8/12/2017 0:00:00,2,67,64,90,280,6,1,29.85,OVC,0.00,NWS
KLAX,8/12/2017 0:00:00,3,66,64,93,0,0,0.7,29.85,BKN,0.00,NWS
KLAX,8/12/2017 0:00:00,4,67,64,90,0,0,1,29.86,OVC,0.00,NWS
KLAX,8/12/2017 0:00:00,5,66,64,93,230,5,0.7,29.86,BKN,0.00,NWS
KLAX,8/12/2017 0:00:00,6,66,64,93,250,3,0.7,29.87,BR,0.00,NWS
KLAX,8/12/2017 0:00:00,7,67,64,90,VR,5,1,29.89,BR,0.00,NWS
KLAX,8/12/2017 0:00:00,8,68,64,87,90,3,1,29.90,BR,0.00,NWS
KLAX,8/12/2017 0:00:00,9,70,64,81,140,5,0.7,29.90,HZ,0.00,NWS
KLAX,8/12/2017 0:00:00,10,75,64,69,VR,5,0.1,29.89,HZ,0.00,NCDC
KLAX,8/12/2017 0:00:00,11,76,65,69,240,8,0,29.89,HZ,0.00,NCDC
KLAX,8/12/2017 0:00:00,12,75,65,71,260,13,0.1,29.88,HZ,0.00,NCDC
KLAX,8/12/2017 0:00:00,13,75,65,71,260,13,0.1,29.87,FEW,0.00,NCDC
KLAX,8/12/2017 0:00:00,14,73,64,74,280,15,0.1,29.87,FEW,0.00,NCDC
KLAX,8/12/2017 0:00:00,15,73,64,74,260,13,0.1,29.87,FEW,0.00,NCDC
KLAX,8/12/2017 0:00:00,16,72,63,73,250,13,0.1,29.85,FEW,0.00,NCDC
KLAX,8/12/2017 0:00:00,17,70,64,81,250,10,0.4,29.85,SCT,0.00,NCDC
KLAX,8/12/2017 0:00:00,18,67,64,90,270,13,1,29.85,OVC,0.00,NWS
KLAX,8/12/2017 0:00:00,19,65,63,93,270,10,1,29.87,OVC,0.00,NWS
KLAX,8/12/2017 0:00:00,20,65,63,93,270,7,1,29.88,BR,0.00,NWS
KLAX,8/12/2017 0:00:00,21,65,63,93,240,6,0.7,29.89,BKN,0.00,NWS
KLAX,8/12/2017 0:00:00,22,65,63,93,180,5,1,29.90,OVC,,NCDC
KLAX,8/12/2017 0:00:00,23,67,64,90,90,6,1,29.93,BR,,NCDC
KLAX,8/13/2017 0:00:00,0,68,64,87,50,3,1,29.92,OVC,0.00,NWS
KLAX,8/13/2017 0:00:00,1,68,63,84,140,7,1,29.90,OVC,0.00,NWS
KLAX,8/13/2017 0:00:00,2,68,63,84,0,0,0.7,29.88,BKN,0.00,NWS
KLAX,8/13/2017 0:00:00,3,68,63,84,70,5,0.7,29.87,BKN,0.00,NWS
KLAX,8/13/2017 0:00:00,4,68,63,84,VR,3,1,29.88,OVC,0.00,NWS
KLAX,8/13/2017 0:00:00,5,68,63,84,VR,6,0.7,29.90,BKN,0.00,NWS
KLAX,8/13/2017 0:00:00,6,67,62,84,160,7,1,29.93,OVC,0.00,NWS
KLAX,8/13/2017 0:00:00,7,67,62,84,180,3,1,29.94,OVC,0.00,NWS
KLAX,8/13/2017 0:00:00,8,70,62,76,130,3,1,29.95,OVC,0.00,NWS
KLAX,8/13/2017 0:00:00,9,73,63,71,0,0,0.1,29.95,FEW,0.00,NCDC
KLAX,8/13/2017 0:00:00,10,74,63,69,230,8,0.1,29.95,FEW,0.00,NCDC
KLAX,8/13/2017 0:00:00,11,75,63,66,270,10,0,29.93,CLR,0.00,NCDC
KLAX,8/13/2017 0:00:00,12,75,63,66,270,11,0,29.92,CLR,0.00,NCDC
KLAX,8/13/2017 0:00:00,13,75,63,66,250,11,0,29.90,CLR,0.00,NCDC
KLAX,8/13/2017 0:00:00,14,75,63,66,250,13,0,29.89,CLR,0.00,NCDC
KLAX,8/13/2017 0:00:00,15,74,63,69,260,14,0,29.88,CLR,0.00,NCDC
KLAX,8/13/2017 0:00:00,16,71,64,79,260,14,0.4,29.87,SCT,0.00,NCDC
KLAX,8/13/2017 0:00:00,17,70,64,81,260,13,0.1,29.87,FEW,0.00,NCDC
KLAX,8/13/2017 0:00:00,18,69,64,84,250,13,0.1,29.87,FEW,0.00,NCDC
KLAX,8/13/2017 0:00:00,19,66,63,90,270,14,1,29.87,OVC,0.00,NWS
KLAX,8/13/2017 0:00:00,20,65,63,93,250,11,1,29.88,OVC,0.00,NWS
KLAX,8/13/2017 0:00:00,21,65,63,93,250,9,1,29.89,OVC,0.00,NWS
KLAX,8/13/2017 0:00:00,22,65,63,93,240,8,1,29.89,OVC,,NCDC
KLAX,8/13/2017 0:00:00,23,65,63,93,230,3,1,29.90,OVC,,NCDC
KLAX,8/14/2017 0:00:00,0,66,63,90,VR,3,1,29.90,OVC,0.00,NWS
KLAX,8/14/2017 0:00:00,1,66,63,90,0,0,1,29.89,OVC,0.00,NWS
KLAX,8/14/2017 0:00:00,2,67,63,87,360,3,1,29.88,OVC,0.00,NWS
KLAX,8/14/2017 0:00:00,3,68,63,84,60,3,1,29.87,OVC,0.00,NWS
KLAX,8/14/2017 0:00:00,4,68,62,81,160,5,1,29.87,OVC,0.00,NWS
KLAX,8/14/2017 0:00:00,5,68,61,78,110,5,1,29.87,OVC,0.00,NWS
KLAX,8/14/2017 0:00:00,6,69,61,76,120,6,1,29.88,OVC,0.00,NWS
KLAX,8/14/2017 0:00:00,7,69,63,81,260,7,1,29.90,HZ,0.00,NWS
KLAX,8/14/2017 0:00:00,8,69,63,81,240,7,1,29.90,HZ,0.00,NWS
KLAX,8/14/2017 0:00:00,9,69,63,81,270,10,1,29.92,HZ,0.00,NWS
